feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,label
1,45,0.0,0.0,38.95,0.0,1,0,0,0,-17,False,False,False,False,True,False,False,False,True,False,False
1,23,95.65217391,0.0,40.02,0.0,1,1,0,0,-13,False,False,False,False,True,False,False,False,True,False,False
1,43,39.53488372,2.325581395,47.73,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
1,16,12.5,0.0,48.98,0.0,1,0,0,0,-2,False,False,False,False,False,True,False,False,True,False,False
1,33,75.75757576,6.060606061,40.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,38,23.68421053,2.631578947,86.35,0.0,1,0,0,0,-20,False,True,False,False,False,False,False,True,False,False,False
1,29,20.68965517,3.448275862,153.65,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,31,58.06451613,0.0,17.55,0.0,0,0,0,0,-57,False,False,False,False,False,False,True,False,False,True,False
1,23,91.30434783,13.04347826,86.01,0.137931034,1,0,0,58,-417,False,False,False,False,False,False,True,False,False,False,True
1,35,8.571428571,0.0,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,40,5.0,0.0,56.57,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
0,0,0.0,0.0,82.71,0.0,0,0,0,0,-49,False,True,False,False,False,False,False,False,False,True,False
1,29,3.448275862,3.448275862,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,31,70.96774194,16.12903226,86.26,0.0,1,0,0,0,-5,False,True,False,False,False,False,False,False,False,True,False
1,8,12.5,0.0,59.45,0.0,1,0,0,0,-7,True,False,False,False,False,False,False,False,True,False,False
1,23,30.43478261,17.39130435,40.19,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
0,11,18.18181818,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
1,36,0.0,0.0,188.42,0.0,0,0,0,0,-5,False,False,False,True,False,False,False,False,True,False,False
0,0,0.0,0.0,67.67,0.0,0,0,0,0,-1,False,False,False,False,False,True,False,False,True,False,False
1,37,70.27027027,24.32432432,98.21,0.09512761,0,0,0,862,-369,False,False,False,False,True,False,False,False,False,True,False
1,41,41.46341463,2.43902439,91.2,0.086956522,0,0,0,69,0,False,True,False,False,False,False,False,False,False,True,False
1,38,50.0,21.05263158,60.8,0.086956522,1,0,0,69,-5,False,True,False,False,False,False,False,False,True,False,False
1,45,2.222222222,0.0,89.59,0.0,0,0,0,0,-18,False,False,False,False,False,False,True,False,False,True,False
1,34,79.41176471,8.823529412,56.3,0.111111111,1,0,0,36,-17,False,True,False,False,False,False,False,False,True,False,False
1,43,0.0,0.0,38.46,0.025641026,1,1,0,78,0,True,False,False,False,False,False,False,False,True,False,False
0,11,27.27272727,0.0,45.02,0.0,1,0,0,0,-8,False,False,False,False,False,True,False,False,True,False,False
1,28,42.85714286,7.142857143,107.78,0.044117647,1,0,0,68,0,False,False,False,False,False,True,False,False,False,True,False
1,22,72.72727273,27.27272727,77.34,0.0,1,1,0,0,-33,False,False,True,False,False,False,False,True,False,False,False
1,45,6.666666667,0.0,52.06,0.0,0,0,0,0,-119,False,False,False,False,False,False,True,False,False,True,False
0,5,0.0,0.0,43.06,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
0,0,0.0,0.0,53.82,0.285714286,0,0,0,7,0,False,False,False,True,False,False,False,False,False,False,True
0,0,0.0,0.0,47.33,0.126984127,1,0,0,126,35,False,False,False,False,False,False,True,False,False,False,True
1,24,100.0,29.16666667,65.15,0.0,1,0,0,0,-3,False,True,False,False,False,False,False,False,False,False,True
1,27,11.11111111,3.703703704,41.23,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,40.64,0.0571428571428571,1,0,0,35,-1,False,False,False,False,True,False,False,False,False,True,False
0,0,0.0,0.0,52.1,0.0,1,0,0,0,-2,False,False,False,False,True,False,False,False,True,False,False
1,20,20.0,15.0,35.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False
0,8,62.5,12.5,40.02,0.0,1,0,0,0,-42,False,False,False,False,False,False,True,False,False,True,False
1,36,13.88888889,2.777777778,92.25,0.0,0,0,0,0,-20,False,False,False,True,False,False,False,False,False,False,True
0,0,0.0,0.0,94.84,0.079365079,1,0,0,63,-16,False,True,False,False,False,False,False,False,False,True,False
1,6,83.33333333,16.66666667,54.08,0.0,1,0,1,0,0,False,False,False,False,False,False,True,False,False,False,True
1,16,0.0,0.0,57.23,0.0,0,0,0,0,-3,False,False,False,False,False,False,True,False,False,True,False
1,42,57.14285714,21.42857143,47.66,0.222222222222222,1,1,1,81,-1,True,False,False,False,False,False,False,False,False,False,True
1,46,0.0,0.0,67.55,0.0,1,0,0,0,-1,False,False,False,False,False,True,False,False,False,True,False
1,35,5.714285714,5.714285714,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
0,15,6.666666667,0.0,91.27,0.058333333,1,0,0,120,-4,False,False,False,False,False,True,False,True,False,False,False
1,24,83.33333333,25.0,47.81,0.057142857,1,0,0,35,0,True,False,False,False,False,False,False,False,True,False,False
1,31,90.32258065,3.225806452,78.52,0.0,1,0,0,0,-4,False,False,True,False,False,False,False,True,False,False,False
1,34,2.941176471,2.941176471,58.63,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
1,45,0.0,0.0,190.71,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,16,0.0,0.0,14.8,0.0,0,0,0,0,-1,True,False,False,False,False,False,False,False,False,True,False
1,11,0.0,0.0,35.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
1,16,0.0,0.0,51.81,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
0,13,38.46153846,7.692307692,31.28,0.0,0,0,0,0,-154,False,False,False,False,False,True,False,False,False,False,True
1,47,14.89361702,4.255319149,51.46,0.0,0,0,0,0,-275,False,False,False,False,False,True,False,False,False,True,False
1,36,16.66666667,5.555555556,66.53,0.0,1,0,0,0,-148,False,False,False,False,False,True,False,True,False,False,False
0,0,0.0,0.0,18.3,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
1,41,19.51219512,2.43902439,193.06,0.125,0,0,0,16,-3,False,False,False,False,False,True,False,False,False,True,False
1,37,29.72972973,8.108108108,87.82,0.0,1,0,0,0,-25,False,False,False,False,False,True,False,True,False,False,False
0,17,11.76470588,0.0,55.26,0.0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
1,23,95.65217391,21.73913043,35.0,0.0625,1,1,0,32,0,False,False,False,False,True,False,False,True,False,False,False
0,0,0.0,0.0,78.98,0.133333333333333,1,0,0,15,-309,False,False,True,False,False,False,False,True,False,False,False
1,43,11.62790698,4.651162791,51.28,0.0,1,0,0,0,-22,True,False,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,66.22,0.0,0,0,0,0,-232,False,False,False,False,False,True,False,False,False,True,False
1,11,36.36363636,27.27272727,35.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
1,16,0.0,0.0,69.11,0.0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,True,False
1,43,34.88372093,2.325581395,118.8,0.07073955,0,0,0,622,-10,False,False,False,False,False,False,True,False,True,False,False
1,25,8.0,8.0,39.95,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,24,8.333333333,0.0,40.02,0.0,1,1,0,0,0,False,False,False,False,True,False,False,False,True,False,False
0,0,0.0,0.0,93.45,0.0223325062034739,1,0,0,403,-624,False,False,False,False,False,True,False,False,False,True,False
1,45,4.444444444,4.444444444,81.03,0.0030864197530864,0,0,0,648,-16,False,False,False,False,True,False,False,False,True,False,False
1,47,4.255319149,0.0,280.23,0.103092783505155,1,0,0,97,-141,True,False,False,False,False,False,False,False,True,False,False
1,47,6.382978723,0.0,39.02,0.137931034482759,0,0,0,87,-136,True,False,False,False,False,False,False,False,False,True,False
1,73,0.0,0.0,55.72,0.322580645,1,1,1,155,-2,False,False,False,False,False,True,False,True,False,False,False
1,31,25.80645161,3.225806452,40.0,0.0,1,0,0,0,-1,False,False,True,False,False,False,False,False,False,False,True
1,45,0.0,0.0,23.65,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False
0,0,0.0,0.0,119.47,0.114814815,1,0,0,270,-5,False,True,False,False,False,False,False,False,False,True,False
1,32,6.25,3.125,40.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,45,2.222222222,2.222222222,30.25,0.0,1,0,0,0,-10,False,False,False,False,False,False,True,False,False,False,True
0,10,100.0,0.0,40.02,0.0,1,1,0,0,-9,False,False,False,False,False,False,True,False,False,True,False
1,37,48.64864865,5.405405405,66.51,0.0,0,0,0,0,-183,False,True,False,False,False,False,False,False,True,False,False
1,16,0.0,0.0,63.55,0.0,0,0,0,0,-1,False,False,False,False,True,False,False,False,False,True,False
1,55,7.272727273,1.818181818,41.91,0.040201005,1,0,1,199,0,False,True,False,False,False,False,False,False,False,True,False
0,0,0.0,0.0,59.7,0.108433735,1,0,0,498,-54,False,True,False,False,False,False,False,False,True,False,False
1,35,71.42857143,5.714285714,40.02,0.0,1,1,0,0,0,False,False,False,False,False,False,True,False,True,False,False
1,32,0.0,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
0,3,66.66666667,0.0,40.22,0.0,1,0,0,0,-3,False,False,False,False,False,True,False,False,True,False,False
1,48,4.166666667,2.083333333,60.23,0.017811705,0,0,0,393,-7,False,True,False,False,False,False,False,False,True,False,False
0,4,25.0,0.0,55.17,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
1,16,87.5,6.25,35.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
0,0,0.0,0.0,50.74,0.0,0,0,0,0,-3,False,True,False,False,False,False,False,False,False,True,False
1,45,0.0,0.0,50.5,0.0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
1,41,29.26829268,0.0,147.7,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
0,0,0.0,0.0,20.55,0.0,0,0,0,0,-138,False,False,False,False,True,False,False,False,False,True,False
1,21,42.85714286,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False
0,0,0.0,0.0,65.65,0.0,0,0,0,0,-115,False,False,False,False,False,True,False,False,False,True,False
1,27,37.03703704,3.703703704,50.18,0.0465116279069767,1,0,0,43,0,False,False,False,False,True,False,False,False,False,True,False
0,0,0.0,0.0,54.02,0.0,0,0,0,0,-116,False,False,False,False,False,True,False,False,False,True,False
1,32,6.25,0.0,40.0,0.0,1,1,0,0,-1,False,False,False,False,False,True,False,False,False,False,True
1,57,3.50877193,0.0,78.95,0.112041885,0,0,0,955,0,False,False,False,False,False,True,False,False,False,True,False
1,42,4.761904762,0.0,39.34,0.1,1,0,0,60,-1,False,True,False,False,False,False,False,False,False,False,True
1,27,14.81481481,3.703703704,46.97,0.085714286,1,0,0,35,0,False,False,False,False,False,False,True,False,True,False,False
1,55,5.454545455,1.818181818,106.81,0.0088050314465408,0,0,0,795,-213,False,True,False,False,False,False,False,False,True,False,False
1,45,0.0,0.0,132.89,0.0,0,0,0,0,-9,False,False,False,False,True,False,False,False,False,True,False
1,43,6.976744186,0.0,60.03,0.002906977,0,0,0,688,-39,False,False,False,False,False,True,False,False,True,False,False
1,40,42.5,17.5,132.54,0.0168067226890756,1,0,0,119,-12,False,False,True,False,False,False,False,True,False,False,False
1,46,45.65217391,13.04347826,67.99,0.01489573,0,0,0,1007,-20,False,False,False,False,False,True,False,False,True,False,False
1,35,8.571428571,5.714285714,40.95,0.0,1,0,1,0,-2,False,False,False,False,False,False,True,False,False,False,True
1,52,7.692307692,1.923076923,51.86,0.030329289,0,0,0,1154,-68,True,False,False,False,False,False,False,False,False,True,False
1,31,83.87096774,9.677419355,53.69,0.0,0,0,0,0,-199,True,False,False,False,False,False,False,False,False,False,True
1,19,36.84210526,26.31578947,31.02,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,35,2.857142857,0.0,114.77,0.0,0,0,0,0,-740,True,False,False,False,False,False,False,False,True,False,False
1,41,29.26829268,12.19512195,30.75,0.114285714,0,0,0,35,-1,False,False,False,False,True,False,False,False,True,False,False
1,45,11.11111111,2.222222222,89.49,0.0,0,0,0,0,-44,False,False,False,False,False,True,False,False,False,True,False
1,36,0.0,0.0,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
0,12,8.333333333,0.0,40.25,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,37,21.62162162,5.405405405,40.2,0.0,1,1,0,0,-402,False,False,False,False,True,False,False,False,False,True,False
1,43,4.651162791,0.0,110.28,0.0,0,0,0,0,-126,False,False,False,False,False,False,True,False,True,False,False
1,49,16.32653061,2.040816327,98.89,0.0112275449101796,0,0,0,1336,0,False,True,False,False,False,False,False,False,False,True,False
0,0,0.0,0.0,53.57,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,29,96.55172414,44.82758621,61.98,0.039215686,1,1,0,51,-1,False,False,False,False,False,True,False,False,True,False,False
1,40,10.0,7.5,69.58,0.0,0,0,0,0,-420,False,False,False,False,True,False,False,False,False,False,True
1,7,85.71428571,0.0,45.51,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,69.28,0.018404908,0,0,0,163,-16,False,False,False,False,False,False,True,False,True,False,False
1,6,66.66666667,50.0,40.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,41,36.58536585,9.756097561,38.2,0.24137931,1,1,0,29,0,False,False,False,False,False,False,True,False,False,True,False
1,16,0.0,0.0,50.02,0.0,0,0,0,0,-40,False,False,False,False,False,True,False,False,False,True,False
1,48,0.0,0.0,83.19,0.075977654,0,0,0,895,-41,False,False,False,False,False,True,False,False,True,False,False
1,31,9.677419355,3.225806452,40.02,0.0,1,0,0,0,-1,False,False,False,False,False,True,False,False,True,False,False
1,47,0.0,0.0,35.76,0.133333333,1,0,0,15,-2,False,False,False,False,True,False,False,False,False,False,True
1,33,9.090909091,3.03030303,52.28,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
1,19,89.47368421,36.84210526,27.87,0.285714286,1,0,0,7,0,False,False,False,False,False,False,True,False,False,False,True
1,45,2.222222222,0.0,31.27,0.0,0,0,0,0,-57,False,False,False,False,False,True,False,False,True,False,False
1,40,12.5,7.5,79.17,0.0,1,0,0,0,-19,True,False,False,False,False,False,False,False,False,False,True
0,0,0.0,0.0,124.79,0.0319634703196347,1,0,0,876,-71,False,False,False,False,False,True,False,False,False,True,False
1,47,0.0,0.0,104.41,0.098765432,0,0,0,162,0,False,False,False,False,False,False,True,False,True,False,False
1,43,9.302325581,0.0,41.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,45,2.222222222,0.0,20.77,0.0,0,0,0,0,-231,True,False,False,False,False,False,False,False,True,False,False
1,45,0.0,0.0,51.27,0.0,0,0,0,0,-14,True,False,False,False,False,False,False,False,False,True,False
1,24,0.0,0.0,29.0,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
1,46,15.2173913,0.0,42.75,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
1,24,91.66666667,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,32,9.375,3.125,42.46,0.129032258,1,0,0,31,-30,False,False,False,False,True,False,False,False,True,False,False
0,0,0.0,0.0,22.66,0.0379746835443038,1,0,0,553,-14,False,False,False,False,False,True,False,False,True,False,False
1,51,0.0,0.0,27.47,0.0462962962962963,0,0,0,108,-62,False,False,False,False,False,False,True,False,False,False,True
1,42,26.19047619,0.0,75.29,0.0,0,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
1,36,69.44444444,38.88888889,49.54,0.135135135,1,0,0,111,0,False,False,False,False,False,False,True,False,True,False,False
0,9,22.22222222,0.0,43.49,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,34,0.0,0.0,40.0,0.0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True
1,6,66.66666667,16.66666667,40.0,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,False,False,True
1,6,50.0,33.33333333,53.77,0.0,1,1,0,0,0,True,False,False,False,False,False,False,True,False,False,False
1,30,6.666666667,3.333333333,40.25,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
1,47,4.255319149,0.0,101.42,0.0845070422535211,1,0,0,71,-178,False,False,False,False,False,True,False,False,True,False,False
1,50,38.0,16.0,71.33,0.060150376,0,0,0,133,-6,False,False,True,False,False,False,False,True,False,False,False
1,9,88.88888889,44.44444444,62.48,0.0,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,True
1,9,88.88888889,33.33333333,44.5,0.222222222,1,0,0,9,0,False,False,False,False,False,True,False,False,False,False,True
0,0,0.0,0.0,50.43,0.0,0,0,0,0,-5,False,True,False,False,False,False,False,False,True,False,False
1,45,0.0,0.0,182.71,0.0,0,0,0,0,-2,False,True,False,False,False,False,False,False,False,True,False
1,8,87.5,12.5,40.2,0.0,1,1,1,0,0,False,True,False,False,False,False,False,False,False,False,True
1,29,48.27586207,10.34482759,33.88,0.035714286,1,0,0,56,0,False,True,False,False,False,False,False,False,True,False,False
1,41,14.63414634,2.43902439,19.0,0.0,0,0,0,0,-98,False,True,False,False,False,False,False,False,True,False,False
1,6,83.33333333,16.66666667,22.24,0.0,1,0,0,0,-1,False,False,False,False,True,False,False,False,False,False,True
1,35,42.85714286,17.14285714,29.95,0.0,1,0,0,0,-25,False,True,False,False,False,False,False,False,False,False,True
1,44,4.545454545,0.0,33.54,0.0,0,0,0,0,-268,False,False,False,False,False,True,False,False,False,True,False
0,0,0.0,0.0,78.83,0.0,0,0,0,0,-1,False,False,False,True,False,False,False,False,False,False,True
1,42,2.380952381,2.380952381,68.31,0.0,0,0,0,0,-116,False,False,False,False,False,False,True,False,True,False,False
1,41,43.90243902,7.317073171,74.2,0.0190641247833622,1,0,0,577,-164,False,True,False,False,False,False,False,False,False,True,False
1,22,13.63636364,4.545454545,40.02,0.0,1,1,1,0,-4,False,False,False,False,False,False,True,False,False,False,True
1,58,12.06896552,0.0,57.67,0.103092784,0,0,0,194,-228,False,True,False,False,False,False,False,False,True,False,False
1,39,2.564102564,0.0,74.54,0.0,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,26,84.61538462,0.0,38.02,0.06122449,1,1,0,49,-1,False,False,False,False,True,False,False,False,True,False,False
0,0,0.0,0.0,15.31,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,28,25.0,0.0,50.69,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
0,4,75.0,0.0,40.02,0.0,1,0,0,0,-1,False,True,False,False,False,False,False,False,False,True,False
1,35,80.0,8.571428571,53.09,0.029411765,0,0,0,102,0,True,False,False,False,False,False,False,False,True,False,False
1,44,6.818181818,0.0,50.84,0.0,0,0,0,0,-49,True,False,False,False,False,False,False,False,True,False,False
1,24,75.0,33.33333333,42.25,0.08,1,0,0,25,-15,False,False,False,False,False,True,False,False,False,False,True
0,0,0.0,0.0,50.52,0.0,0,0,0,0,-6,False,True,False,False,False,False,False,False,True,False,False
1,34,5.882352941,0.0,40.02,0.0,1,0,0,0,-1,False,False,False,False,False,True,False,False,True,False,False
1,32,59.375,12.5,99.72,0.147058823529412,1,0,0,34,0,False,False,False,False,False,False,True,False,False,False,True
1,42,4.761904762,0.0,40.02,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,33,33.33333333,0.0,40.02,0.0,1,1,0,0,-10,False,False,False,False,False,True,False,False,True,False,False
1,27,3.703703704,0.0,34.18,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,6,33.33333333,16.66666667,40.02,0.0,1,1,0,0,0,False,False,False,False,False,False,True,False,True,False,False
1,46,8.695652174,2.173913043,68.65,0.014925373,0,0,0,134,-442,False,False,False,False,True,False,False,False,True,False,False
1,44,6.818181818,2.272727273,50.46,0.024390244,0,0,0,82,-86,False,False,True,False,False,False,False,False,False,False,True
1,43,27.90697674,4.651162791,85.55,0.181818182,1,0,0,11,-25,True,False,False,False,False,False,False,False,False,False,True
0,0,0.0,0.0,53.75,0.0,0,0,0,0,-22,False,True,False,False,False,False,False,False,False,True,False
1,16,0.0,0.0,50.66,0.0,0,0,0,0,-2,False,False,False,False,False,False,True,False,False,True,False
1,38,2.631578947,2.631578947,37.68,0.06557377,1,1,0,61,0,False,False,False,False,True,False,False,False,True,False,False
1,47,0.0,0.0,93.32,0.0501002,0,0,0,499,-1,False,True,False,False,False,False,False,False,False,True,False
0,5,0.0,0.0,41.5,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
1,40,2.5,2.5,8.19,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
1,19,26.31578947,5.263157895,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,31,12.90322581,3.225806452,40.0,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
0,0,0.0,0.0,51.47,0.0,0,0,0,0,-3,False,False,False,False,False,True,False,False,False,True,False
1,24,29.16666667,0.0,40.2,0.0,1,0,0,0,-23,False,False,False,False,False,False,True,False,True,False,False
1,38,42.10526316,7.894736842,40.02,0.0,1,0,0,0,-32,False,True,False,False,False,False,False,False,False,True,False
1,29,51.72413793,13.79310345,33.2,0.0,1,0,0,0,-36,False,True,False,False,False,False,False,False,False,True,False
1,54,22.22222222,5.555555556,52.27,0.013793103,0,0,0,580,0,False,False,False,False,False,False,True,False,True,False,False
0,1,100.0,0.0,52.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
0,8,87.5,12.5,31.0,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
1,38,5.263157895,0.0,51.18,0.106382979,0,0,0,47,33,False,False,False,True,False,False,False,False,False,False,True
1,31,25.80645161,9.677419355,50.02,0.0,1,0,0,0,-61,False,False,False,False,False,False,True,False,False,False,True
1,45,0.0,0.0,50.63,0.0,0,0,0,0,-18,False,True,False,False,False,False,False,False,True,False,False
1,31,96.77419355,16.12903226,107.35,0.01635514,0,0,0,428,0,True,False,False,False,False,False,False,False,True,False,False
1,45,0.0,0.0,97.81,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,26,34.61538462,3.846153846,102.93,0.090909091,1,0,0,22,-16,False,False,False,False,False,True,False,False,True,False,False
1,48,22.91666667,0.0,66.65,0.132075472,1,0,0,159,-4,False,False,True,False,False,False,False,False,False,False,True
1,13,30.76923077,30.76923077,175.48,0.285714286,1,0,0,7,-7,False,False,True,False,False,False,False,True,False,False,False
1,39,23.07692308,2.564102564,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,102.12,0.0,0,0,0,0,-173,False,True,False,False,False,False,False,False,False,True,False
1,39,0.0,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
1,42,14.28571429,2.380952381,81.62,0.0,1,0,0,0,-19,False,False,False,False,False,False,True,False,False,False,True
1,40,42.5,5.0,45.2,0.007035176,1,0,0,995,-7,False,True,False,False,False,False,False,False,False,True,False
0,0,0.0,0.0,217.4,0.0827205882352941,0,0,0,544,-92,False,True,False,False,False,False,False,False,False,True,False
1,33,0.0,0.0,40.02,0.0,1,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False
1,39,5.128205128,0.0,40.02,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
1,31,12.90322581,0.0,40.02,0.0,1,0,0,0,-1,False,False,False,False,True,False,False,False,True,False,False
0,1,100.0,0.0,45.02,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,31,74.19354839,35.48387097,66.19,0.0,0,0,0,0,-184,False,False,False,False,False,True,False,False,False,False,True
1,8,12.5,12.5,59.25,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
1,19,0.0,0.0,84.93,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,42,40.47619048,0.0,26.8,0.115384615,0,0,0,182,-26,False,False,False,False,True,False,False,False,True,False,False
0,0,0.0,0.0,54.94,0.0,0,0,0,0,39,False,False,False,True,False,False,False,False,False,False,True
1,31,96.77419355,12.90322581,89.81,0.0,1,0,0,0,-29,False,True,False,False,False,False,False,False,True,False,False
0,0,0.0,0.0,51.66,0.0,0,0,0,0,-223,True,False,False,False,False,False,False,False,True,False,False
1,29,10.34482759,3.448275862,40.02,0.0,1,0,0,0,-45,False,True,False,False,False,False,False,False,False,True,False
1,42,4.761904762,2.380952381,40.2,0.0,1,1,0,0,0,False,False,False,False,False,True,False,False,True,False,False
1,47,0.0,0.0,57.71,0.263157894736842,0,0,0,19,-15,False,False,False,False,False,True,False,False,False,False,True
0,9,100.0,22.22222222,63.78,0.069767442,1,0,0,43,-16,False,False,False,False,False,True,False,False,False,True,False
1,39,41.02564103,0.0,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
0,15,20.0,6.666666667,49.76,0.0,1,0,0,0,-41,False,False,False,False,True,False,False,False,False,False,True
1,36,2.777777778,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True
0,2,100.0,0.0,144.9,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
0,0,0.0,0.0,60.91,0.112315271,0,0,0,1015,-149,False,False,False,False,True,False,False,False,False,True,False
1,34,0.0,0.0,40.02,0.0,1,0,0,0,-14,True,False,False,False,False,False,False,False,True,False,False
1,45,0.0,0.0,55.48,0.0,0,0,0,0,-69,False,False,False,False,False,False,True,False,True,False,False
0,0,0.0,0.0,189.42,0.666666667,0,0,0,3,0,False,False,False,False,False,True,False,False,False,False,True
0,20,60.0,0.0,111.4,0.0,0,0,0,0,-83,False,False,False,False,False,False,True,False,False,False,True
1,43,30.23255814,2.325581395,75.79,0.0,0,0,0,0,-152,False,False,False,False,False,False,True,False,False,False,True
1,35,68.57142857,14.28571429,122.31,0.087912088,1,0,0,91,-3,False,False,False,False,False,False,True,False,True,False,False
1,41,0.0,0.0,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
0,27,3.703703704,0.0,396.64,0.08,1,0,0,25,-12,False,False,False,False,False,True,False,False,False,True,False
1,43,18.60465116,4.651162791,67.97,0.0,1,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True
1,51,11.76470588,3.921568627,62.28,0.0072595281306715,1,0,0,551,-1,False,False,False,False,False,True,False,False,True,False,False
1,43,25.58139535,9.302325581,38.0,0.142857143,1,0,0,14,0,False,False,False,False,True,False,False,False,False,False,True
1,33,21.21212121,0.0,40.02,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False
1,38,50.0,0.0,102.9,0.0328767123287671,0,0,0,365,-55,False,False,False,False,True,False,False,False,False,True,False
1,13,30.76923077,0.0,55.92,0.0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
